HIOS Plan ID,Plan Marketing Name,HIOS Product ID,Market Coverage,Dental Only Plan,Network ID,Service Area ID,Formulary ID,New\Existing Plan,Plan Type,Level of Coverage,Unique Plan Design,QHP\Non QHP,Notice Required for Pregnancy,Is a Referral Required for Specialist,Specialist s  Requiring a Referral,Plan Level Exclusions,Limited Cost Sharing Plan Variation   Est Advanced Payment,Child Only Offering,Child Only Plan ID,Wellness Program Offered,Disease Management Programs Offered,EHB Apportionment for Pediatric Dental,Guaranteed vs  Estimated Rate,Plan Effective Date,Plan Expiration Date,Out of Country Coverage,Out of Country Coverage Description,Out of Service Area Coverage,Out of Service Area Coverage Description,National Network,Enrollment Payment URL,Life Cycle Status Name,EHB Percent of Total Premium,Does this plan offer Composite Rating,Design Type,Plan Published Indicator
33602TX0460792,Blue Advantage Bronze HMO 301,33602TX046,Individual,No,TXN001,TXS111,TXF021,Existing,HMO,Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460795,Blue Advantage Bronze HMO 301,33602TX046,Individual,No,TXN001,TXS141,TXF021,Existing,HMO,Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460797,Blue Advantage Bronze HMO 301,33602TX046,Individual,No,TXN001,TXS161,TXF021,Existing,HMO,Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460804,Blue Advantage Bronze HMO 301,33602TX046,Individual,No,TXN001,TXS221,TXF021,Existing,HMO,Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460809,Blue Advantage Gold HMO 603,33602TX046,Individual,No,TXN001,TXS011,TXF024,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460828,Blue Advantage Gold HMO 603,33602TX046,Individual,No,TXN001,TXS191,TXF024,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460829,Blue Advantage Gold HMO 603,33602TX046,Individual,No,TXN001,TXS201,TXF024,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460847,Blue Advantage Silver HMO 601,33602TX046,Individual,No,TXN001,TXS141,TXF022,Existing,HMO,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460852,Blue Advantage Silver HMO 601,33602TX046,Individual,No,TXN001,TXS181,TXF022,Existing,HMO,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460853,Blue Advantage Silver HMO 601,33602TX046,Individual,No,TXN001,TXS191,TXF022,Existing,HMO,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460856,Blue Advantage Silver HMO 601,33602TX046,Individual,No,TXN001,TXS221,TXF022,Existing,HMO,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0460928,Blue Advantage Gold HMO 706,33602TX046,Individual,No,TXN001,TXS021,TXF027,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0460933,Blue Advantage Gold HMO 706,33602TX046,Individual,No,TXN001,TXS071,TXF027,Existing,HMO,Gold,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0460956,Blue Advantage Silver HMO 705,33602TX046,Individual,No,TXN001,TXS041,TXF030,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0460967,Blue Advantage Silver HMO 705,33602TX046,Individual,No,TXN001,TXS151,TXF030,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0460968,Blue Advantage Silver HMO 705,33602TX046,Individual,No,TXN001,TXS161,TXF030,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0460974,Blue Advantage Silver HMO 705,33602TX046,Individual,No,TXN001,TXS221,TXF030,Existing,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Design 1,Yes
33602TX0461073,Blue Advantage Bronze HMO 204,33602TX046,Individual,No,TXN001,TXS251,TXF037,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461078,Blue Advantage Security HMO 200,33602TX046,Individual,No,TXN001,TXS261,TXF021,Existing,HMO,Catastrophic,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461080,MyBlue Health Bronze 402,33602TX046,Individual,No,TXN008,TXS038,TXF026,Existing,HMO,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0870038,Blue Advantage Plus Bronze 303,33602TX087,Individual,No,TXN001,TXS021,TXF034,Existing,POS,Expanded Bronze,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
40220TX0070121,UHC Navigate Gold 2000-3,40220TX007,Small Group,No,TXN001,TXS001,TXF003,Existing,HMO,Gold,Yes,Off the Exchange,No,No,,,,Allows Adult and Child-Only,,No,"Heart Disease,Diabetes,Pregnancy",,,2024-01-01,2024-12-31,No,,No,,No,N/A,Published,,No,,Yes
33602TX0461071,Blue Advantage Silver HMO 306,33602TX046,Individual,No,TXN001,TXS251,TXF036,Existing,HMO,Silver,No,Off the Exchange,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461094,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS061,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461097,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS091,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
33602TX0461098,Blue Advantage Silver HMO 801,33602TX046,Individual,No,TXN001,TXS101,TXF040,New,HMO,Silver,No,Both,No,No,,,0.00,Allows Adult and Child-Only,,No,"Asthma,Heart Disease,Depression,Diabetes,Pain Management,Pregnancy,High Blood Pressure & High Cholesterol,Low Back Pain",,,2024-01-01,2024-12-31,Yes,"No coverage for any services, supplies or drugs received by a Member outside of the United States, except for Emergency Care",Yes,Coverage outside our service area is available for Emergency and Urgent Care services only.,No,https://apply.bcbstx.com/retailshoppingcart/TX/exchange_referred,Published,100.00,No,Not Applicable,Yes
