Insurance Plan Identifier,Insurance Plan Variant Component Type Name,SBC Coverage Name,SBC Coverage Deductible Amount,SBC Coverage Copayment Amount,SBC Coverage Coinsurance Amount,SBC Coverage Limit Amount
33602TX0460685,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460666,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460685,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460666,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460666,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460685,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460685,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460686,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460686,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460686,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460686,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460686,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460686,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460687,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460687,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460687,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460687,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460687,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460666,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460687,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460666,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460666,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460688,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460667,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460688,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460667,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460688,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460667,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460688,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460667,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460688,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460667,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460688,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460667,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460689,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460668,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460689,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460668,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460689,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460668,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460689,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460668,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460689,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460668,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460689,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460668,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460669,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460690,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460669,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460690,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460669,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460690,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460669,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460690,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460669,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460690,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460669,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460690,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460671,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460691,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460671,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460691,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460671,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460691,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460671,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460671,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460691,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460671,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460691,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460672,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460691,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460672,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460692,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460672,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460692,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460672,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460692,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460672,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460672,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460673,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460692,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460673,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460673,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460692,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460673,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460692,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460673,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460693,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460673,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460693,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460674,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460693,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460674,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460693,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460674,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460674,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460693,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460674,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460693,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460674,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460694,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460675,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460694,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460675,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460694,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460675,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460675,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460694,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460675,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460694,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460675,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460694,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460676,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460676,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460696,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460676,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460696,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460676,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460696,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460676,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460696,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460676,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460696,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460677,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460696,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460677,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460697,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460677,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460697,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460677,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460697,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460677,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460697,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460677,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460697,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460678,Non-Exchange variant,Maternity,9450.00,0.00,0.00,60.00
33602TX0460697,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460678,Non-Exchange variant,Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460698,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460678,Non-Exchange variant,Diabetes,2100.00,400.00,0.00,20.00
33602TX0460698,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460678,Exchange variant (no CSR),Maternity,9450.00,0.00,0.00,60.00
33602TX0460698,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460678,Exchange variant (no CSR),Treatment of a simple fracture,2800.00,0.00,0.00,0.00
33602TX0460698,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460678,Exchange variant (no CSR),Diabetes,2100.00,400.00,0.00,20.00
33602TX0460680,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460698,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460680,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460698,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460680,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460699,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460680,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460680,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460699,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460680,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460681,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460699,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460681,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460699,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460681,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460699,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460681,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460699,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460681,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460700,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460681,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460700,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460700,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460703,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460700,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460703,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460700,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460703,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460700,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460703,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460701,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460703,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460701,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460703,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460705,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
33602TX0460701,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460705,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460701,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460705,Non-Exchange variant,Diabetes,1200.00,800.00,0.00,20.00
33602TX0460705,Exchange variant (no CSR),Maternity,6000.00,900.00,2600.00,60.00
33602TX0460701,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460705,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460701,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460705,Exchange variant (no CSR),Diabetes,1200.00,800.00,0.00,20.00
33602TX0460702,Non-Exchange variant,Maternity,1950.00,900.00,4800.00,60.00
33602TX0460706,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
33602TX0460702,Non-Exchange variant,Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460706,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460702,Non-Exchange variant,Diabetes,1200.00,600.00,0.00,20.00
33602TX0460706,Non-Exchange variant,Diabetes,1200.00,800.00,0.00,20.00
33602TX0460702,Exchange variant (no CSR),Maternity,1950.00,900.00,4800.00,60.00
33602TX0460706,Exchange variant (no CSR),Maternity,6000.00,900.00,2600.00,60.00
33602TX0460706,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460702,Exchange variant (no CSR),Treatment of a simple fracture,1950.00,400.00,200.00,0.00
33602TX0460706,Exchange variant (no CSR),Diabetes,1200.00,800.00,0.00,20.00
33602TX0460702,Exchange variant (no CSR),Diabetes,1200.00,600.00,0.00,20.00
33602TX0460707,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
33602TX0460725,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
33602TX0460707,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460707,Non-Exchange variant,Diabetes,1200.00,800.00,0.00,20.00
33602TX0460725,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460707,Exchange variant (no CSR),Maternity,6000.00,900.00,2600.00,60.00
33602TX0460725,Non-Exchange variant,Diabetes,1200.00,800.00,0.00,20.00
33602TX0460707,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460725,Exchange variant (no CSR),Maternity,6000.00,900.00,2600.00,60.00
33602TX0460707,Exchange variant (no CSR),Diabetes,1200.00,800.00,0.00,20.00
33602TX0460725,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460708,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
33602TX0460725,Exchange variant (no CSR),Diabetes,1200.00,800.00,0.00,20.00
33602TX0460708,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460726,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
33602TX0460708,Non-Exchange variant,Diabetes,1200.00,800.00,0.00,20.00
33602TX0460708,Exchange variant (no CSR),Maternity,6000.00,900.00,2600.00,60.00
33602TX0460726,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460708,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460726,Non-Exchange variant,Diabetes,1200.00,800.00,0.00,20.00
33602TX0460708,Exchange variant (no CSR),Diabetes,1200.00,800.00,0.00,20.00
33602TX0460726,Exchange variant (no CSR),Maternity,6000.00,900.00,2600.00,60.00
33602TX0460709,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
33602TX0460726,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460709,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460709,Non-Exchange variant,Diabetes,1200.00,800.00,0.00,20.00
33602TX0460726,Exchange variant (no CSR),Diabetes,1200.00,800.00,0.00,20.00
33602TX0460709,Exchange variant (no CSR),Maternity,6000.00,900.00,2600.00,60.00
33602TX0460709,Exchange variant (no CSR),Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460727,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
33602TX0460709,Exchange variant (no CSR),Diabetes,1200.00,800.00,0.00,20.00
33602TX0460727,Non-Exchange variant,Treatment of a simple fracture,2400.00,400.00,0.00,0.00
33602TX0460710,Non-Exchange variant,Maternity,6000.00,900.00,2600.00,60.00
