HIOS Plan ID,Level of Coverage,CSR Variation Type,Issuer Actuarial Value,AV Calculator Output Number,Medical and Drug Deductibles Integrated ,Medical and Drug Maximum Out Of Pocket Integrated ,Multiple In Network Tiers ,1st Tier Utilization,2nd Tier Utilization, Plan Brochure,URL for Summary of Benefits and Coverage,HSA Eligible,HSA\HRA Employer Contribution,HSA\HRA Employer Contribution Amount,Maximum Coinsurance for Specialty Drugs,Maximum Number of Days for Charging an Inpatient Copay,Begin Primary Care Cost Sharing After a Set Number of Visits,Begin Primary Care Deductible\ Coinsurance After a Set Number of Copays,Plan Variant Marketing Name
66252TX0300001,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Standard_Expanded_Bronze.pdf,No,No,,,,,,CHRISTUS Standard Expanded Bronze
66252TX0300001,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Standard_Expanded_Bronze.pdf,No,No,,,,,,CHRISTUS Standard Expanded Bronze
66252TX0300002,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Standard_Expanded_Bronze.pdf,No,No,,,,,,CHRISTUS Standard Expanded Bronze
66252TX0300002,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://chppayment.christushealth.org/documents/2024/PB/TX_HIX_Plan_Brochure_2024.pdf,https://chppayment.christushealth.org/documents/2024/SBC/66252_CHRISTUS_Standard_Expanded_Bronze.pdf,No,No,,,,,,CHRISTUS Standard Expanded Bronze
76589TX0010034,Bronze,Exchange variant (no CSR),60.17,60.17,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944804-b-connect9450.pdf,No,No,,,,,,Connect Bronze 9450 Indiv Med Deductible
76589TX0010034,Bronze,Non-Exchange variant,60.17,60.17,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944804-b-connect9450.pdf,No,No,,,,,,Connect Bronze 9450 Indiv Med Deductible
76589TX0010018,Expanded Bronze,Exchange variant (no CSR),63.43,65.98,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944806-b-connect8500.pdf,No,No,,,,,,Connect Bronze 8500 Indiv Med Deductible
76589TX0010018,Expanded Bronze,Non-Exchange variant,63.43,65.98,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944806-b-connect8500.pdf,No,No,,,,,,Connect Bronze 8500 Indiv Med Deductible
76589TX0010021,Silver,Exchange variant (no CSR),70.03,71.28,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944823-s-connect4000.pdf,No,No,,,,,,Connect Silver 4000 Indiv Med Deductible
76589TX0010021,Silver,Non-Exchange variant,70.03,71.28,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944823-s-connect4000.pdf,No,No,,,,,,Connect Silver 4000 Indiv Med Deductible
76589TX0010023,Silver,Exchange variant (no CSR),70.07,71.46,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944813-s-connect7000.pdf,No,No,,,,,,Connect Silver 7000 Indiv Med Deductible
76589TX0010023,Silver,Non-Exchange variant,70.07,71.46,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944813-s-connect7000.pdf,No,No,,,,,,Connect Silver 7000 Indiv Med Deductible
33602TX0470952,Bronze,Non-Exchange variant,,61.84,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-bhsg10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMOSM 833
33602TX0460583,Gold,Non-Exchange variant,,81.89,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 207
33602TX0470787,Gold,Non-Exchange variant,,79.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsg16bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 822
57125TX0090008,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/agent-pages/agent-appointment-page/apc_agent_handbook_2024.pdf,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/member-pages/understanding-benefits/2024-schedule-of-benefits/texas/schedule-of-benefits-standard-expanded-bronze-tx.pdf,No,No,,,,,,Ascension Personalized Care Standard Expanded Bronze
57125TX0090008,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/agent-pages/agent-appointment-page/apc_agent_handbook_2024.pdf,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/member-pages/understanding-benefits/2024-schedule-of-benefits/texas/schedule-of-benefits-standard-expanded-bronze-tx.pdf,No,No,,,,,,Ascension Personalized Care Standard Expanded Bronze
40788TX0460009,Expanded Bronze,Exchange variant (no CSR),,64.96,Yes,Yes,No,100%,,https://www.bswhealthplan.com/SiteCollectionDocuments/Individual/Marketplace/2024/BSWHP-MemberGuide-MktPlc.pdf,https://www.bswhealthplan.com/SiteCollectionDocuments/PlanDocs/2024/SBC/SWHP_2024_BHIW4D29_SBC.pdf,No,No,,,,1,,"BSW Vital Bronze HMO 009 (One free PCP visit, $0 Pediatric PCP visit)"
40788TX0460009,Expanded Bronze,Non-Exchange variant,,64.96,Yes,Yes,No,100%,,https://www.bswhealthplan.com/SiteCollectionDocuments/Individual/Marketplace/2024/BSWHP-MemberGuide-MktPlc.pdf,https://www.bswhealthplan.com/SiteCollectionDocuments/PlanDocs/2024/SBC/SWHP_2024_BHIW4D29_SBC.pdf,No,No,,,,1,,"BSW Vital Bronze HMO 009 (One free PCP visit, $0 Pediatric PCP visit)"
57125TX0100012,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/agent-pages/agent-appointment-page/apc_agent_handbook_2024.pdf,https://www.ascensionpersonalizedcare.com/-/media/project/aca/aca/member-pages/understanding-benefits/2024-schedule-of-benefits/texas/schedule-of-benefits-standard-gold-off-exchange-tx.pdf,No,No,,,,,,Ascension Personalized Care Off-Exchange Only Standard Gold
40220TX0070087,Silver,Non-Exchange variant,71.60,,Yes,Yes,No,100%,,N/A,http://www.uhc.com/small-business,Yes,No,,,,,,UHC Navigate HSA Silver 5000-1
40220TX0070106,Platinum,Non-Exchange variant,89.40,,No,Yes,Yes,41.9%,58.1%,N/A,http://www.uhc.com/small-business,No,No,,,,,,UHC Navigate Platinum 500-3
76589TX0010030,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944841-s-connectcms.pdf,No,No,,,,,,Connect Silver CMS Standard
76589TX0010030,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944841-s-connectcms.pdf,No,No,,,,,,Connect Silver CMS Standard
76589TX0010031,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944846-g-connectcms.pdf,No,No,,,,,,Connect Gold CMS Standard
76589TX0010031,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944846-g-connectcms.pdf,No,No,,,,,,Connect Gold CMS Standard
76589TX0010017,Expanded Bronze,Non-Exchange variant,64.46,64.46,Yes,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944812-b-connecthsa5500-off.pdf,Yes,No,,,,,,Connect Bronze HSA 5500 Indiv Med Deductible
76589TX0010024,Silver,Exchange variant (no CSR),70.00,93.92,No,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944828-s-connect3000.pdf,No,No,,,,,,Connect Silver 3000 Indiv Med Deductible
76589TX0010024,Silver,Non-Exchange variant,70.00,93.92,No,Yes,No,100%,,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-pb-tx-944345-planbrochure.pdf,https://www.cigna.com/static/www-cigna-com/docs/ifp/m-24-sbc-tx-944828-s-connect3000.pdf,No,No,,,,,,Connect Silver 3000 Indiv Med Deductible
33602TX0460553,Silver,Exchange variant (no CSR),,70.45,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 205
33602TX0460553,Silver,Non-Exchange variant,,70.45,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 205
33602TX0460694,Silver,Exchange variant (no CSR),,70.45,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 205
33602TX0460694,Silver,Non-Exchange variant,,70.45,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-shsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMO 205
33602TX0460713,Expanded Bronze,Exchange variant (no CSR),,64.57,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 204
40788TX0340024,Bronze,Non-Exchange variant,,61.64,Yes,Yes,No,100%,,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,https://www.bswhealthplan.com/Group/Pages/default.aspx#small,No,No,,,,1,,Bronze HMO 100 9450
33602TX0460713,Expanded Bronze,Non-Exchange variant,,64.57,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh31bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 204
33602TX0460806,Bronze,Exchange variant (no CSR),,60.17,Yes,Yes,Yes,100%,0%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh41bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 301
33602TX0460806,Bronze,Non-Exchange variant,,60.17,Yes,Yes,Yes,100%,0%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsh41bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 301
33602TX0460826,Gold,Exchange variant (no CSR),,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0460826,Gold,Non-Exchange variant,,80.73,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-ghsa27bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMO 603
33602TX0461040,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 707
33602TX0461040,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bhsa90bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Bronze HMO 707
33602TX0870092,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosa91bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Bronze 707
33602TX0870092,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-bosa91bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Bronze 707
33602TX0870160,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosa78bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 706
33602TX0870160,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosa78bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 706
33602TX0870223,Silver,Exchange variant (no CSR),,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870223,Silver,Non-Exchange variant,,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870225,Silver,Exchange variant (no CSR),,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870225,Silver,Non-Exchange variant,,71.55,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-sosa20bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Silver 605
33602TX0870276,Gold,Exchange variant (no CSR),,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0870276,Gold,Non-Exchange variant,,79.77,Yes,Yes,Yes,85%,15%,https://www.bcbstx.com/plan-docs/ind/brochure-tx-2024.pdf,https://www.bcbstx.com/sbc/ind/sbc-gosd38bavitxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Plus Gold 803
33602TX0471030,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471032,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471033,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471034,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471035,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471042,Gold,Non-Exchange variant,,81.09,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 922
33602TX0471048,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0471079,Silver,Non-Exchange variant,,71.47,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 925
33602TX0471092,Silver,Non-Exchange variant,,71.47,Yes,Yes,No,100%,,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa01bavstxo-tx-2024.pdf,Yes,Yes,0.0000,,,,,Blue Advantage Silver HMOSM 925
20069TX0200055,Gold,Exchange variant (no CSR),,78.65,Yes,Yes,Yes,20%,80%,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX020005500.pdf,No,No,,,,,,Gold Classic (Choice)
20069TX0200055,Gold,Non-Exchange variant,,78.65,Yes,Yes,Yes,20%,80%,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX020005500.pdf,No,No,,,,,,Gold Classic (Choice)
33602TX0471104,Silver,Non-Exchange variant,,70.93,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 935
33602TX0471106,Silver,Non-Exchange variant,,70.93,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shsa02bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 935
20069TX0100052,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX010005200.pdf,No,No,,,,,,Silver Classic Standard
20069TX0100052,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX010005200.pdf,No,No,,,,,,Silver Classic Standard
20069TX0100055,Gold,Exchange variant (no CSR),,78.65,Yes,Yes,Yes,20%,80%,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX010005500.pdf,No,No,,,,,,Gold Classic
20069TX0100055,Gold,Non-Exchange variant,,78.65,Yes,Yes,Yes,20%,80%,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX010005500.pdf,No,No,,,,,,Gold Classic
20069TX0200005,Expanded Bronze,Exchange variant (no CSR),,64.76,No,Yes,Yes,20%,80%,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX020000500.pdf,No,No,,,2,,,Bronze Elite + PCP Saver Plus (Choice)
20069TX0200005,Expanded Bronze,Non-Exchange variant,,64.76,No,Yes,Yes,20%,80%,https://hioscar.com/individuals/planbrochure/tx,https://d3ul0st9g52g6o.cloudfront.net/2024/TX/sbc/2024_20069TX020000500.pdf,No,No,,,2,,,Bronze Elite + PCP Saver Plus (Choice)
71837TX0010001,Silver,Exchange variant (no CSR),,71.41,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000100.pdf,No,No,,,,,,Sendero Health Original Silver / $20 PCP / $10 Gen Rx
71837TX0010001,Silver,Non-Exchange variant,,71.41,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000100.pdf,No,No,,,,,,Sendero Health Original Silver / $20 PCP / $10 Gen Rx
71837TX0010002,Gold,Exchange variant (no CSR),,81.78,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000200.pdf,No,No,,,,,,Sendero Health Real Gold / $350 Deductible
71837TX0010002,Gold,Non-Exchange variant,,81.78,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000200.pdf,No,No,,,,,,Sendero Health Real Gold / $350 Deductible
71837TX0010005,Silver,Non-Exchange variant,,71.92,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000500.pdf,No,No,,,,,,Sendero Health Silver Direct / $20 PCP / $10 Gen Rx
71837TX0010020,Expanded Bronze,Exchange variant (no CSR),,64.39,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001002000.pdf,No,No,,,,,,Sendero Health Quality Care Bronze High Deductible / $50 PCP / $25 Gen Rx / $100 Specialist
71837TX0010020,Expanded Bronze,Non-Exchange variant,,64.39,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001002000.pdf,No,No,,,,,,Sendero Health Quality Care Bronze High Deductible / $50 PCP / $25 Gen Rx / $100 Specialist
71837TX0010021,Silver,Exchange variant (no CSR),,71.05,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001002100.pdf,No,No,,,,1,,Sendero Health Pure Silver / $30 PCP (1 Free PCP Visit) / $20 Gen Rx / $70 Specialist
71837TX0010021,Silver,Non-Exchange variant,,71.05,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001002100.pdf,No,No,,,,1,,Sendero Health Pure Silver / $30 PCP (1 Free PCP Visit) / $70 Specialist / $20 Gen Rx
71837TX0010007,Bronze,Exchange variant (no CSR),,61.97,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000700.pdf,No,No,,,,,,Sendero Health Reliable Bronze High Deductible
71837TX0010007,Bronze,Non-Exchange variant,,61.97,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000700.pdf,No,No,,,,,,Sendero Health Reliable Bronze High Deductible
71837TX0010008,Expanded Bronze,Exchange variant (no CSR),,64.71,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000800.pdf,No,No,,,,,,Sendero Health Preferred Bronze / $25 PCP / $22 Gen Rx / $75 Specialist
71837TX0010008,Expanded Bronze,Non-Exchange variant,,64.71,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001000800.pdf,No,No,,,,,,Sendero Health Preferred Bronze / $25 PCP / $75 Specialist / $22 Gen Rx
71837TX0010017,Silver,Exchange variant (no CSR),,70.01,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001001700.pdf,No,No,,,,,,Sendero Health Capital Silver / $40 PCP / $80 Specialist / $20 Gen Rx
71837TX0010017,Silver,Non-Exchange variant,,70.01,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001001700.pdf,No,No,,,,,,Sendero Health Capital Silver / $40 PCP / $80 Specialist / $20 Gen Rx
71837TX0010018,Gold,Exchange variant (no CSR),,78.02,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001001800.pdf,No,No,,,,,,Sendero Health Hill Country Gold / $30 PCP / $60 Specialist / $15 Gen Rx
71837TX0010018,Gold,Non-Exchange variant,,78.02,Yes,Yes,No,100%,,http://www.senderohealth.com/idealcareeng/planbrochure.html,http://senderohealth.com/files/2024/71837TX001001800.pdf,No,No,,,,,,Sendero Health Hill Country Gold / $30 PCP / $60 Specialist / $15 Gen Rx
33602TX0880785,Silver,Non-Exchange variant,,70.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 820-in vitro
33602TX0471066,Gold,Non-Exchange variant,,80.70,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-ghsa03bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Gold HMOSM 923
33602TX0880786,Silver,Non-Exchange variant,,70.86,No,Yes,Yes,85%,15%,N/A,https://www.bcbstx.com/sbc/grp/sbc-shig10bavstxo-tx-2024.pdf,No,No,,,,,,Blue Advantage Silver HMOSM 820-in vitro
